,Subtitle,Title,Date,URL,Location_Tag,Topic_Tag
260,Statement/Declaration,"Ukraine: Statement by High Representative Josep Borrell on the illegal “referenda” in Luhansk, Kherson and Donetsk",20.09.2022,https://www.eeas.europa.eu/eeas/ukraine-statement-high-representative-josep-borrell-illegal-%E2%80%9Creferenda%E2%80%9D-luhansk-kherson-and-donetsk_en,Ukraine,Eastern Europe || Ukraine
261,Statement/Declaration,Ukraine: Statement by High Representative/Vice-President Josep Borrell on the latest atrocities during Russian aggression,16.09.2022,https://www.eeas.europa.eu/eeas/ukraine-statement-high-representativevice-president-josep-borrell-latest-atrocities-during-russian_en,Ukraine,Eastern Europe || Ukraine
262,Speech/Remark,Foreign Affairs Council: Press remarks by High Representative Josep Borrell upon arrival,21.03.2022,https://www.eeas.europa.eu/eeas/foreign-affairs-council-press-remarks-high-representative-josep-borrell-upon-arrival-0_en,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
263,Statement/Declaration,Ukraine: Statement by the Spokesperson on the abductions of Ukrainian officials and citizens by Russian occupation troops,20.03.2022,https://www.eeas.europa.eu/eeas/ukraine-statement-spokesperson-abductions-ukrainian-officials-and-citizens-russian-occupation-troops_en,Ukraine,"Eastern Europe || Europe and Central Asia || Humanitarian & Emergency Response || Human Rights & Democracy || Peace, Security and Defence || Ukraine"
264,Press release,Ukraine refugees: Operational guidelines to support Member States in applying the Temporary Protection Directive,18.03.2022,https://ec.europa.eu/commission/presscorner/detail/en/IP_22_1727,Ukraine,Eastern Europe || Europe and Central Asia || Refugee protection & Migration || Ukraine
265,Press release,Statement by Commissioner for Energy Kadri Simson on Synchronisation of the Continental European Electricity Grid with Ukraine and Moldova,16.03.2022,https://ec.europa.eu/commission/presscorner/detail/en/STATEMENT_22_1789,Ukraine,Eastern Europe
266,Press release,Statement of the G7 Non-Proliferation Directors Group on a Nuclear Safety and Security Framework for Ukraine,15.03.2022,https://www.eeas.europa.eu/eeas/statement-g7-non-proliferation-directors-group-nuclear-safety-and-security-framework-ukraine_en,Ukraine,Eastern Europe || Europe and Central Asia
267,Press release,Russia’s military aggression against Ukraine: fourth EU package of sectoral and individual measures,15.03.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/03/15/russia-s-military-aggression-against-ukraine-fourth-eu-package-of-sectoral-and-individual-measures/,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
268,Press release,EU disburses €300 million in emergency Macro-Financial Assistance to Ukraine,11.03.2022,https://ec.europa.eu/commission/presscorner/detail/en/IP_22_1670,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
269,Speech/Remark,Informal meeting of Heads of State or Government: Remarks by High Representative/Vice-President Josep Borrell upon arrival,10.03.2022,https://www.eeas.europa.eu/eeas/informal-meeting-heads-state-or-government-remarks-high-representativevice-president-josep-borrell_en,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
270,Statement/Declaration,Russia/Ukraine: Statement by High Representative Borrell and Commissioner Lenarcic on violations of international humanitarian law,10.03.2022,https://www.eeas.europa.eu/eeas/russiaukraine-statement-high-representative-borrell-and-commissioner-lenarcic-violations_en,Ukraine,Eastern Europe || Europe and Central Asia
271,Press release,EU imposes restrictive measures on 160 individuals as a consequence of Russia’s military aggression against Ukraine,09.03.2022,https://europa.eu/!P9MCgr,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
272,Speech/Remark,Russian invasion of Ukraine: Speech by High Representative/Vice-President Josep Borrell at the EP debate,09.03.2022,https://www.eeas.europa.eu/eeas/russian-invasion-ukraine-speech-high-representativevice-president-josep-borrell-ep-debate_en,Ukraine,Eastern Europe || Europe and Central Asia
273,Press release,Ukraine: EU agrees to extend the scope of sanctions on Russia and Belarus,09.03.2022,https://ec.europa.eu/commission/presscorner/detail/en/ip_22_1649,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
274,Speech/Remark,Réunion informelle des ministres du développement : Remarques du haut représentant Josep Borrell à la conférence de presse,07.03.2022,https://eeas.europa.eu/headquarters/headquarters-homepage/112341/r%C3%A9union-informelle-des-ministres-du-d%C3%A9veloppement-remarques-du-haut-repr%C3%A9sentant-josep_en,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
275,Speech/Remark,Extraordinary Foreign Affairs Council: Remarks by High Representative/Vice-President Josep Borrell upon arrival,04.03.2022,https://www.eeas.europa.eu/eeas/extraordinary-foreign-affairs-council-remarks-high-representativevice-president-josep-borrell-upon_en,Ukraine,"Eastern Europe || Europe and Central Asia || North America || Peace, Security and Defence || Ukraine || Western Europe"
276,Press release,Ukraine: Council unanimously introduces temporary protection for persons fleeing the war,04.03.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/03/04/ukraine-council-introduces-temporary-protection-for-persons-fleeing-the-war/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Ukraine%3a+Council+unanimously+introduces+temporary+protection+for+persons+fleeing+the+war,Ukraine,"Eastern Europe || Europe and Central Asia || Peace, Security and Defence || Refugee protection & Migration || Ukraine"
277,Speech/Remark,Extraordinary NATO Foreign Affairs Ministers meeting: Remarks by High Representative/Vice-President Josep Borrell upon arrival,04.03.2022,https://www.eeas.europa.eu/eeas/extraordinary-nato-foreign-affairs-ministers-meeting-remarks-high-representativevice-president-josep_en,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
278,Speech/Remark,Republic of Moldova: Remarks by High Representative/Vice-President Josep Borrell following his visit to a refugee center,03.03.2022,https://www.eeas.europa.eu/eeas/republic-moldova-remarks-high-representativevice-president-josep-borrell-following-his-visit-refugee_en,Ukraine,Eastern Europe || Europe and Central Asia
279,Speech/Remark,Republic of Moldova: Remarks by High Representative/Vice-President Josep Borrell at the press conference,03.03.2022,https://eeas.europa.eu/headquarters/headquarters-homepage/112132/republic-moldova-remarks-high-representativevice-president-josep-borrell-press-conference_en,Ukraine,Eastern Europe || Europe and Central Asia
280,Statement/Declaration,Russia: Statement by High Representative Josep Borrell on media censorship and crackdown on peaceful anti-war protests,03.03.2022,https://eeas.europa.eu/headquarters/headquarters-homepage/112128/russia-statement-high-representative-josep-borrell-media-censorship-and-crackdown-peaceful_en,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine || United Nations (UN)
281,Press release,Statement by President von der Leyen at the joint press conference with Romanian President Iohannis,03.03.2022,https://ec.europa.eu/commission/presscorner/detail/en/STATEMENT_22_1521,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
282,Press release,Belarus' role in the Russian military aggression of Ukraine: Council imposes sanctions on additional 22 individuals and further restrictions on trade,02.03.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/03/02/belarus-role-in-the-russian-military-aggression-of-ukraine-council-imposes-sanctions-on-additional-22-individuals-and-further-restrictions-on-trade/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Belarus%27+role+in+the+Russian+military+aggression+of+Ukraine%3a+Council+imposes+sanctions+on+additional+22+individuals+and+further+restrictions+on+trade,Ukraine,"Eastern Europe || Europe and Central Asia || Foreign policy instruments || Peace, Security and Defence || Sanctions policy || Ukraine"
283,Press release,Ukraine: Sanctions on Kremlin-backed outlets Russia Today and Sputnik,02.03.2022,https://ec.europa.eu/commission/presscorner/detail/en/IP_22_1490,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
284,Speech/Remark,Russian aggression against Ukraine: Speech by High Representative/Vice-President Josep Borrell at the EP plenary,01.03.2022,https://www.eeas.europa.eu/eeas/russian-aggression-against-ukraine-speech-high-representativevice-president-josep-borrell-ep-plenary_en,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
285,Speech/Remark,Speech by President von der Leyen at the European Parliament Plenary on the Russian aggression against Ukraine,01.03.2022,https://ec.europa.eu/commission/presscorner/detail/en/speech_22_1483,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
286,Press release,HR/VP Borrell and Commissioner Várhelyi travel to the Republic of Moldova on 2 and 3 March,01.03.2022,https://www.eeas.europa.eu/eeas/hrvp-borrell-and-commissioner-v%C3%A1rhelyi-travel-republic-moldova-2-and-3-march_en,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
287,Press release,Russia’s military aggression against Ukraine: Council imposes sanctions on 26 persons and one entity,28.02.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/02/28/russia-s-military-aggression-against-ukraine-council-imposes-sanctions-on-26-persons-and-one-entity/,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
288,Speech/Remark,Informal video conference of Defence Ministers: Remarks by High Representative/Vice-President Josep Borrell upon arrival,28.02.2022,https://www.eeas.europa.eu/eeas/informal-video-conference-defence-ministers-remarks-high-representativevice-president-josep-borrell-0_en,Ukraine,"Eastern Europe || Europe and Central Asia || Peace, Security and Defence || Ukraine"
289,Press release,EU agrees 10th package of sanctions against Russia*,25.02.2022,https://ec.europa.eu/commission/presscorner/detail/en/IP_23_1185,Ukraine,Eastern Europe || Ukraine
290,Press release,EU adopts package of sanctions in response to Russian recognition of the non-government controlled areas of the Donetsk and Luhansk oblasts of Ukraine and sending of troops into the region,23.02.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/02/23/russian-recognition-of-the-non-government-controlled-areas-of-the-donetsk-and-luhansk-oblasts-of-ukraine-as-independent-entities-eu-adopts-package-of-sanctions/?utm_source=dsms-auto&utm_medium=email&utm_campaign=EU+adopts+package+of+sanctions+in+response+to+Russian+recognition+of+the+non-government+controlled+areas+of+the+Donetsk+and+Luhansk+oblasts+of+Ukraine+and+sending+of+troops+into+the+region,Ukraine,"Eastern Europe || Europe and Central Asia || Foreign policy instruments || Peace, Security and Defence || Sanctions || Sanctions policy || Ukraine"
291,Press release,G7 Chair’s Statement on today’s G7 call on Russia and Ukraine,22.02.2022,https://www.auswaertiges-amt.de/en/newsroom/news/g7-russia-ukraine/2512920,Ukraine,Eastern Europe || Europe and Central Asia
292,Statement/Declaration,Ukraine: Declaration by the High Representative on behalf of the European Union on the decisions of the Russian Federation further undermining Ukraine’s sovereignty and territorial integrity,22.02.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/02/22/ukraine-declaration-by-the-high-representative-on-behalf-of-the-european-union-on-the-decisions-of-the-russian-federation-further-undermining-ukraine-s-sovereignty-and-territorial-integrity/,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
293,Press release,Ukraine's territorial integrity: EU sanctions five persons involved in the Russian State Duma elections of September 2021 in illegally-annexed Crimea,21.02.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/02/21/ukraine-s-territorial-integrity-eu-targets-five-more-individuals-with-restrictive-measures/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Ukraine%27s+territorial+integrity%3a+EU+sanctions+five+persons+involved+in+the+Russian+State+Duma+elections+of+September+2021+in+illegally-annexed+Crimea,Ukraine,Eastern Europe || Europe and Central Asia || Sanctions || Sanctions policy
294,Press release,EU delivers emergency civil protection assistance to Ukraine,21.02.2022,https://ec.europa.eu/commission/presscorner/detail/en/IP_22_1222,Ukraine,Eastern Europe || Europe and Central Asia
295,Statement/Declaration,Ukraine: Statement by the High Representative Josep Borrell on the incidents in Stanytsia Luhanska,17.02.2022,https://www.eeas.europa.eu/eeas/ukraine-statement-high-representative-josep-borrell-incidents-stanytsia-luhanska_en,Ukraine,Eastern Europe || Europe and Central Asia || Organisation for Security&Co-operation in Europe (OSCE) || Ukraine
296,Speech/Remark,Russia/Ukraine: Speech by High Representative/Vice-President Josep Borrell at the EP debate,16.02.2022,https://www.eeas.europa.eu/eeas/russiaukraine-speech-high-representativevice-president-josep-borrell-ep-debate_und_en,Ukraine,"Eastern Europe || Europe and Central Asia || Human Rights & Democracy || Peace, Security and Defence || Ukraine"
297,Press release,"Speech by President von der Leyen at the European Parliament Plenary on EU-Russia relations, European security and Russia's military threat against Ukraine",16.02.2022,https://ec.europa.eu/commission/presscorner/detail/en/SPEECH_22_1101,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
298,Statement/Declaration,Ukraine: Declaration by the High Representative on behalf of the EU on diplomatic presence in Kyiv,13.02.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/02/12/ukraine-declaration-by-the-high-representative-on-behalf-of-the-eu-on-diplomatic-presence-in-kyiv/,Ukraine,Eastern Europe || Europe and Central Asia || Ukraine
